,text,label,explanation
4804,But aren't you like this in between?,0,
4805,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",0,
4806,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",0,
4807,But aren't you like this in between?,0,
4808,I make myself for myself.,0,
4809,And those people make their own family for themselves.,0,
4810,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4811,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4812,The desire to live life generates more.,1,
4813,"Not as your life is, as it is going on with you, you crave to live it.",1,
4814,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4815,"Because of that thought, I am not able to accept what is present.",1,
4816,The desire to live life generates more.,1,
4817,"Not as your life is, as it is going on with you, you crave to live it.",1,
4818,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4819,"Because of that thought, I am not able to accept what is present.",1,
4820,The desire to live life generates more.,1,
4821,"Not as your life is, as it is going on with you, you crave to live it.",1,
4822,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4823,"Because of that thought, I am not able to accept what is present.",1,
4824,I make myself for myself.,0,
4825,And those people make their own family for themselves.,0,
4826,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4827,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4828,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4829,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
4830,But aren't you like this in between?,0,
4831,I make myself for myself.,0,
4832,And those people make their own family for themselves.,0,
4833,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4834,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4835,people are transferring,0,
4836,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4837,Transferring one by one.,0,
4838,in other police stations.,0,
4839,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4840,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4841,"A month would have been a little too many 40 days, just put it.",0,
4842,I make myself for myself.,0,
4843,And those people make their own family for themselves.,0,
4844,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4845,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4846,The desire to live life generates more.,1,
4847,"Not as your life is, as it is going on with you, you crave to live it.",1,
4848,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4849,"Because of that thought, I am not able to accept what is present.",1,
4850,people are transferring,0,
4851,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4852,Transferring one by one.,0,
4853,in other police stations.,0,
4854,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4855,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4856,"A month would have been a little too many 40 days, just put it.",0,
4857,people are transferring,0,
4858,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4859,Transferring one by one.,0,
4860,in other police stations.,0,
4861,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4862,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4863,"A month would have been a little too many 40 days, just put it.",0,
4864,The desire to live life generates more.,1,
4865,"Not as your life is, as it is going on with you, you crave to live it.",1,
4866,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4867,"Because of that thought, I am not able to accept what is present.",1,
4868,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4869,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
4870,But aren't you like this in between?,0,
4871,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4872,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
4873,But aren't you like this in between?,0,
4874,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4875,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",2,
4876,But aren't you like this in between?,0,
4877,The desire to live life generates more.,1,
4878,"Not as your life is, as it is going on with you, you crave to live it.",1,
4879,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4880,"Because of that thought, I am not able to accept what is present.",1,
4881,people are transferring,0,
4882,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4883,Transferring one by one.,0,
4884,in other police stations.,0,
4885,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4886,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4887,"A month would have been a little too many 40 days, just put it.",0,
4888,I make myself for myself.,0,
4889,And those people make their own family for themselves.,0,
4890,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4891,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4892,I make myself for myself.,0,
4893,And those people make their own family for themselves.,0,
4894,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4895,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4896,people are transferring,0,
4897,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4898,Transferring one by one.,0,
4899,in other police stations.,0,
4900,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4901,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4902,"A month would have been a little too many 40 days, just put it.",0,
4903,The desire to live life generates more.,1,
4904,"Not as your life is, as it is going on with you, you crave to live it.",1,
4905,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4906,"Because of that thought, I am not able to accept what is present.",1,
4907,I make myself for myself.,0,
4908,And those people make their own family for themselves.,0,
4909,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4910,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4911,I make myself for myself.,0,
4912,And those people make their own family for themselves.,0,
4913,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4914,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4915,people are transferring,0,
4916,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4917,Transferring one by one.,0,
4918,in other police stations.,0,
4919,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4920,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4921,"A month would have been a little too many 40 days, just put it.",0,
4922,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4923,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
4924,But aren't you like this in between?,0,
4925,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4926,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
4927,But aren't you like this in between?,0,
4928,people are transferring,0,
4929,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4930,Transferring one by one.,0,
4931,in other police stations.,0,
4932,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",0,
4933,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",0,
4934,"A month would have been a little too many 40 days, just put it.",0,
4935,I make myself for myself.,0,
4936,And those people make their own family for themselves.,0,
4937,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4938,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4939,I make myself for myself.,0,
4940,And those people make their own family for themselves.,0,
4941,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4942,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4943,people are transferring,0,
4944,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4945,Transferring one by one.,0,
4946,in other police stations.,0,
4947,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4948,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4949,"A month would have been a little too many 40 days, just put it.",0,
4950,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
4951,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
4952,But aren't you like this in between?,0,
4953,I make myself for myself.,0,
4954,And those people make their own family for themselves.,0,
4955,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4956,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4957,I make myself for myself.,0,
4958,And those people make their own family for themselves.,0,
4959,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4960,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4961,I make myself for myself.,0,
4962,And those people make their own family for themselves.,0,
4963,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4964,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4965,I make myself for myself.,0,
4966,And those people make their own family for themselves.,0,
4967,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4968,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4969,The desire to live life generates more.,1,
4970,"Not as your life is, as it is going on with you, you crave to live it.",1,
4971,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
4972,"Because of that thought, I am not able to accept what is present.",1,
4973,people are transferring,0,
4974,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4975,Transferring one by one.,0,
4976,in other police stations.,0,
4977,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4978,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4979,"A month would have been a little too many 40 days, just put it.",0,
4980,people are transferring,0,
4981,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4982,Transferring one by one.,0,
4983,in other police stations.,0,
4984,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4985,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4986,"A month would have been a little too many 40 days, just put it.",0,
4987,people are transferring,0,
4988,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
4989,Transferring one by one.,0,
4990,in other police stations.,0,
4991,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
4992,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
4993,"A month would have been a little too many 40 days, just put it.",0,
4994,I make myself for myself.,0,
4995,And those people make their own family for themselves.,0,
4996,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
4997,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
4998,people are transferring,0,
4999,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",0,
5000,Transferring one by one.,0,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
5000,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
5000,But aren't you like this in between?,0,
5000,I make myself for myself.,0,
5000,And those people make their own family for themselves.,0,
5000,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
5000,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
5000,I make myself for myself.,0,
5000,And those people make their own family for themselves.,0,
5000,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
5000,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
5000,I make myself for myself.,0,
5000,And those people make their own family for themselves.,0,
5000,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
5000,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
5000,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
5000,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
5000,But aren't you like this in between?,2,
5000,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
5000,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
5000,But aren't you like this in between?,2,
5000,I make myself for myself.,0,
5000,And those people make their own family for themselves.,0,
5000,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
5000,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
5000,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
5000,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
5000,But aren't you like this in between?,2,
5000,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
5000,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
5000,But aren't you like this in between?,2,
5000,I make myself for myself.,0,
5000,And those people make their own family for themselves.,0,
5000,"I was separated, it was separated, everything means only after 1 year, it has remained the same since then it will run differently",2,
5000,"No, she is the eldest, so the one who is her daughter and the one who is my son is in me.",0,
5000,people are transferring,2,
5000,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",2,
5000,Transferring one by one.,2,
5000,in other police stations.,2,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
5000,"A month would have been a little too many 40 days, just put it.",2,
5000,The desire to live life generates more.,1,
5000,"Not as your life is, as it is going on with you, you crave to live it.",1,
5000,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
5000,"Because of that thought, I am not able to accept what is present.",1,
5000,people are transferring,2,
5000,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",2,
5000,Transferring one by one.,2,
5000,in other police stations.,2,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
5000,"A month would have been a little too many 40 days, just put it.",2,
5000,The desire to live life generates more.,1,
5000,"Not as your life is, as it is going on with you, you crave to live it.",1,
5000,"It comes as if I would have done this, it would have happened, if I had done this, it would have happened.",1,
5000,"Because of that thought, I am not able to accept what is present.",1,
5000,people are transferring,2,
5000,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",2,
5000,Transferring one by one.,2,
5000,in other police stations.,2,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
5000,"A month would have been a little too many 40 days, just put it.",2,
5000,"Now look in that also you see, I am saying that there are only 2 types of families, either children take decisions or parents take decisions, now you see what you want, now you tell them this in you, you have a problem. I used to do all these things by doing my job, I would have done it in 21st of my life, I would have stayed here, the rest of the children would have stayed here even if I didn't say that you used to insist from the beginning, so I am stubborn now. .",2,
5000,"Yes - yes then they do not have a problem, they just would not be happy much if there was a bania, would have lived in Delhi because the values ​​​​are not visible here, everyone sees how it looks, then we will be happy even in less money, more We will be happy even in money, we will do our work but I feel that somewhere in my happiness, my family is also a part, but leaving me with them means that they should not be happy from within.",1,
5000,But aren't you like this in between?,2,
5000,people are transferring,2,
5000,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",2,
5000,Transferring one by one.,2,
5000,in other police stations.,2,
5000,"Whoever is from somewhere, no matter the reason, someone is sick, someone belongs to the wife, someone has a source, by any means or coincidence, there is a posting of 2 years to the police station, the transfer is not coming for 3-3 years, but Someone had been there for 2 years, some repeat had come, on that pretext, I repeat in the head, send it to another police station, in one way or another, they are leaving, Sam Dham is coming out of penal distinction.",2,
5000,"Now he could not collide with the boss, he is from the discipline force, he will write whatever the senior will accept, I am also thinking that he should either leave from here, whatever is there, second social tenderness comes, nothing can spoil it. , cannot prove that, the second one is this.",2,
5000,"A month would have been a little too many 40 days, just put it.",2,
5000,people are transferring,2,
5000,"Yes, I have transferred all the strength this thing is not documentally proven, earlier there was a staff of 178, in Vasant Kunj police station, at least 15 people have gone after this new boss.",2,
5000,Transferring one by one.,2,
5000,in other police stations.,2,
